"Index","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight","Price"
730,"HP","Notebook",15.6,1080,1920,0,"AMD","A9-Series 9420",3.0,4,"HDD",1,0,"AMD"," Radeon 520","Windows",2.0,26054
731,"Acer","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",4.0,103097
732,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,12,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,34579
733,"HP","Notebook",15.6,1080,1920,0,"AMD","A9-Series A9-9420",3.0,6,"Hybrid",128,1,"AMD"," Radeon 520","Windows",2.0,34632
734,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,29784
735,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,51149
736,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,41505
737,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",256,0,"Nvidia"," Quadro M2200","Windows",3.0,128884
738,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",1.6,8,"HDD",1,0,"Intel"," UHD Graphics 620","Windows",2.0,35112
739,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,111594
740,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,21887
741,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"Hybrid",128,1,"Nvidia"," GeForce 940MX","Windows",2.0,64309
742,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,35431
743,"Toshiba","Notebook",14.0,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,81785
744,"Lenovo","2 in 1 Convertible",14.0,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,53227
745,"Lenovo","Workstation",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"SSD",1,0,"Nvidia"," Quadro M520M","Windows",3.0,175771
746,"Acer","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,2,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",2.0,17582
747,"Samsung","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,87859
749,"Dell","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,60031
750,"HP","Workstation",17.3,1080,1920,0,"Intel","Xeon E3-1535M",2.9,16,"SSD",256,0,"Nvidia"," Quadro M2000M","Windows",3.0,233846
751,"Lenovo","Netbook",11.6,768,1366,1,"Intel","Celeron Dual",1.6,4,"SSD",128,0,"Intel"," HD Graphics 400","Windows",1.0,25308
752,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.4,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,101232
753,"Asus","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",1,0,"Nvidia"," GeForce GTX 950M","N/A",2.0,30849
755,"Asus","Notebook",15.6,768,1366,0,"Intel","Core i7",2.7,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,45283
756,"Lenovo","2 in 1 Convertible",13.3,1800,3200,1,"Intel","Core i5",1.8,8,"SSD",256,0,"Intel"," HD Graphics 540","Windows",1.0,63883
757,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,58555
758,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.6,8,"SSD",256,0,"Nvidia"," Quadro M1000M","Windows",3.0,83170
759,"Dell","Gaming",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,152860
760,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,31915
761,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,55837
762,"Dell","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,99048
763,"Google","Ultrabook",12.3,1600,2400,1,"Intel","Core i5",1.2,8,"SSD",256,0,"Intel"," HD Graphics 615","Other",1.0,83064
764,"Asus","Ultrabook",13.3,1800,3200,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,60153
765,"Dell","Notebook",13.3,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,45235
766,"Acer","Notebook",13.3,768,1366,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,34898
767,"Asus","Notebook",17.3,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Nvidia"," GeForce 920MX","Windows",3.0,25060
768,"Dell","Gaming",15.6,2160,3840,1,"Intel","Core i7",2.6,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 960M","Windows",3.0,58555
769,"Samsung","Ultrabook",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,85195
770,"Acer","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Intel"," HD Graphics 505","Linux",2.0,15877
771,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"",0,0,"AMD"," Radeon R7 M445","Windows",2.0,62938
772,"Samsung","2 in 1 Convertible",15.0,1080,1920,1,"Intel","Core i7",2.7,16,"SSD",256,0,"AMD"," Radeon 540","Windows",2.0,95851
773,"Toshiba","Notebook",14.0,768,1366,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",2.0,54346
774,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,58555
776,"Asus","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.7,12,"HDD",2,0,"Nvidia"," GeForce 940MX","Windows",2.0,44702
777,"Lenovo","Notebook",15.6,2160,3840,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Nvidia"," Quadro M2000M","Windows",3.0,126274
778,"Acer","Notebook",14.0,1080,1920,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,33886
779,"Razer","Gaming",14.0,1080,1920,0,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1060","Windows",2.0,154459
780,"Asus","Notebook",15.6,1080,1920,0,"Intel","Pentium Dual",1.1,8,"SSD",128,0,"Intel"," HD Graphics 505","Windows",2.0,31004
781,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,32,"Hybrid",1,1,"Nvidia"," GeForce GTX 1070M","Windows",4.0,191211
782,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,125208
783,"Toshiba","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.6,16,"SSD",512,0,"Nvidia"," GeForce 930M","Windows",1.0,93986
784,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Quad",1.6,8,"HDD",1,0,"Intel"," HD Graphics 405","N/A",2.0,17529
785,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,122491
786,"MSI","Gaming",14.0,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,100752
787,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,58022
788,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,4,"HDD",1,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,53227
789,"Acer","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",4.0,122491
790,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,52481
791,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX1060","Windows",2.0,71342
792,"Vero","Notebook",14.0,1080,1920,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",1.0,10811
793,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,104962
794,"Lenovo","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"AMD"," Radeon R7 M460","Windows",2.0,51096
795,"Apple","Ultrabook",12.0,1440,2304,0,"Intel","Core M",1.2,8,"Flash Storage",512,0,"Intel"," HD Graphics 5300","MacOS",1.0,62071
796,"Lenovo","2 in 1 Convertible",14.0,1440,2560,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,124142
797,"Asus","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,15931
798,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,43157
799,"Lenovo","2 in 1 Convertible",13.9,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,71875
800,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,8,"SSD",256,0,"AMD"," Radeon R5 M420X","Windows",2.0,39374
801,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," Quadro M2200","Windows",3.0,110018
802,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,58555
803,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,79867
804,"Dell","Notebook",15.6,2160,3840,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,93187
805,"Dell","Netbook",11.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"SSD",128,0,"Intel"," HD Graphics 505","Windows",2.0,39640
806,"HP","Netbook",12.5,768,1366,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,74006
807,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,41558
808,"HP","Notebook",15.6,768,1366,0,"AMD","A12-Series 9700P",2.5,8,"HDD",2,0,"AMD"," Radeon R7 Graphics","Windows",2.0,33513
809,"Dell","Gaming",15.6,2160,3840,0,"Intel","Core i7",2.8,16,"SSD",512,0,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,89457
810,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Nvidia"," GeForce 920M","Windows",2.0,32448
811,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,12,"HDD",1,0,"AMD"," Radeon RX 580","Windows",4.0,93187
812,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,128671
813,"Samsung","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,79867
814,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce GT 940MX","Windows",2.0,51202
815,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"AMD"," Radeon R5 M420","Windows",2.0,42081
816,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,99048
817,"Razer","Ultrabook",12.5,2160,3840,1,"Intel","Core i7",2.5,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,95851
818,"HP","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 400","Other",1.0,20513
819,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",4.0,133467
820,"Dell","Notebook",14.0,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,40226
821,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,26102
822,"Toshiba","Ultrabook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,58075
823,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,133147
824,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","Windows",2.0,63883
825,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"Flash Storage",256,0,"Intel"," HD Graphics 620","Windows",1.0,99900
826,"Toshiba","Notebook",14.0,768,1366,0,"Intel","Pentium Dual",2.1,4,"SSD",128,0,"Intel"," HD Graphics 510","Windows",2.0,26587
827,"Asus","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,72354
828,"Dell","Notebook",14.0,768,1366,0,"Intel","Core i3",2.0,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,31169
829,"Acer","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",1.0,18914
830,"Acer","Notebook",14.0,1080,1920,0,"Intel","Core i3",2.4,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,32980
831,"Razer","Gaming",17.3,2160,3840,1,"Intel","Core i7",2.9,32,"SSD",512,0,"Nvidia"," GeForce GTX 1080","Windows",3.0,292987
832,"Lenovo","Ultrabook",14.0,1440,2560,0,"Intel","Core i7",2.6,16,"SSD",512,0,"Intel"," HD Graphics 520","Windows",1.0,111835
833,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Nvidia"," GeForce 920","Linux",2.0,27652
834,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,63190
835,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,87912
836,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,147832
837,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",3.0,128884
838,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,35644
839,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Celeron Quad",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 400","Other",2.0,17316
840,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",128,0,"Intel"," HD Graphics 620","Windows",2.0,31435
841,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,95851
842,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,32,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,163724
843,"HP","Notebook",17.3,900,1600,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce 930MX","Windows",3.0,48485
844,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,38041
845,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",512,0,"Intel"," HD Graphics 520","Windows",2.0,99634
846,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,4,"SSD",256,0,"AMD"," Radeon R5 M420","Windows",2.0,39374
847,"HP","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Other",1.0,32767
848,"Asus","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",512,0,"Nvidia"," GeForce 940M","Windows",1.0,54665
849,"HP","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,121319
850,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",512,0,"Intel"," HD Graphics 520","Windows",2.0,78215
851,"HP","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"SSD",128,0,"Intel"," HD Graphics 400","N/A",2.0,15931
852,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,101179
853,"Dell","Notebook",17.3,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"AMD"," Radeon R7 M445","Linux",3.0,46087
854,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Nvidia"," GeForce GT 940MX","Windows",2.0,101392
855,"Asus","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce GTX 930MX","Windows",2.0,41931
856,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,50350
857,"Asus","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Intel"," HD Graphics 505","Windows",2.0,23923
858,"HP","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,136344
859,"Dell","Notebook",13.3,1080,1920,1,"Intel","Core i5",2.3,8,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,34579
860,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","N/A",2.0,24988
861,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,45323
862,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"AMD"," Radeon R7 M465","Windows",2.0,71875
863,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,68465
864,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050","N/A",3.0,54186
865,"Dell","Ultrabook",13.3,1800,3200,1,"Intel","Core i7",2.5,16,"SSD",512,0,"Intel"," Iris Plus Graphics 640","Windows",1.0,119347
866,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,48485
867,"Toshiba","Ultrabook",13.3,768,1366,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,58342
868,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,103896
869,"Acer","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,48059
870,"Dell","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," Quadro M620","Windows",2.0,94732
871,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,56210
872,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M430","N/A",2.0,25521
873,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,73953
874,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i3",2.4,4,"SSD",180,0,"Intel"," HD Graphics 620","Windows",1.0,39161
875,"Samsung","Ultrabook",15.0,1080,1920,0,"Intel","Core i7",2.7,16,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",1.0,98515
876,"Dell","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,90043
877,"Asus","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Intel"," HD Graphics 505","Linux",2.0,21258
878,"Xiaomi","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",1.0,49817
879,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"Hybrid",128,1,"Nvidia"," GeForce 940MX","Windows",2.0,48618
880,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,44702
881,"HP","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,90576
882,"HP","2 in 1 Convertible",15.6,768,1366,1,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,36486
883,"Asus","Notebook",14.1,768,1366,0,"Intel","Celeron Dual",1.1,4,"Flash Storage",32,0,"Intel"," HD Graphics 500","Windows",2.0,18541
884,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"HDD",1,0,"Nvidia"," GeForce 940MX","Windows",2.0,35644
885,"Dell","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.6,4,"HDD",500,0,"Intel"," HD Graphics","Windows",2.0,19660
886,"HP","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,95851
887,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M420X","Linux",2.0,24280
888,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i5",2.5,12,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,72988
889,"Acer","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",1.0,15824
890,"Lenovo","Notebook",17.3,900,1600,0,"AMD","A4-Series 7210",2.2,4,"HDD",500,0,"AMD"," Radeon R3","Windows",3.0,20193
891,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,67399
892,"HP","2 in 1 Convertible",13.3,1800,3200,1,"Intel","Core i7",2.7,16,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,74539
893,"Samsung","Ultrabook",15.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,90523
894,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,95851
895,"MSI","Gaming",17.3,2160,3840,0,"Intel","Core i7",2.6,16,"Hybrid",512,2,"Nvidia"," GeForce GTX 1060","Windows",2.0,141139
896,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,78588
897,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"HDD",1,0,"Nvidia"," GeForce GTX 1050Ti","Linux",3.0,49497
898,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 930MX","Windows",2.0,47952
899,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M420X","Windows",2.0,32714
900,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.6,8,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,49817
901,"Dell","2 in 1 Convertible",13.3,1800,3200,1,"Intel","Core i7",1.3,8,"SSD",512,0,"Intel"," HD Graphics 615","Windows",1.0,107258
902,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,32,"SSD",256,256,"Nvidia"," GeForce GTX 980M","Windows",4.0,68145
903,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",1.3,16,"SSD",256,0,"Intel"," HD Graphics 615","Windows",1.0,87859
904,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"Flash Storage",256,0,"Intel"," HD Graphics 620","Windows",1.0,109171
905,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,104588
906,"LG","Ultrabook",15.6,1080,1920,1,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,111835
907,"HP","Netbook",12.5,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,79014
908,"Acer","Notebook",15.6,1080,1920,0,"Intel","Celeron Dual",1.5,4,"Flash Storage",16,0,"Intel"," HD Graphics","Other",2.0,19128
909,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 960M","Windows",3.0,42038
